,strategy2,QQQ
2022-10-28,1.985709810170572,1.8591660735265378
2022-10-31,1.9464600462979882,1.8375478441720965
2022-11-01,1.9187800453537904,1.8187721473089735
2022-11-02,1.8400106013836095,1.756430213392179
2022-11-03,1.8095932666393162,1.7221180973811925
2022-11-04,1.8440445353030677,1.749818962419921
2022-11-07,1.856793464537712,1.769056926800145
2022-11-08,1.855728406307711,1.7819488249221627
2022-11-09,1.7975378217342768,1.7408278592123003
2022-11-10,1.983552245241589,1.8692808582656837
2022-11-11,2.039753439572216,1.9037249475254139
2022-11-14,2.0164462492632387,1.8870649500307388
2022-11-15,2.0497593940947736,1.9131787309889905
2022-11-16,2.0023624662126642,1.8870649500307388
2022-11-17,1.9770394052118867,1.8828997958799996
2022-11-18,1.9614977066890873,1.882965627727301
2022-11-21,1.9212986122722908,1.8635955869136194
2022-11-22,1.958811392108402,1.890437026472451
2022-11-23,2.004127694112135,1.9094106316163328
2022-11-25,1.9867340226479104,1.8968491309473863
2022-11-28,1.9585402160071963,1.8690167053987687
2022-11-29,1.9395176895394066,1.8548690493117683
2022-11-30,2.0679621339146403,1.9394247947501269
2022-12-01,2.0746999920874645,1.9418048533549168
2022-12-02,2.0682233718067633,1.9340697144817063
2022-12-05,2.0190165358307723,1.9016094545263935
2022-12-06,1.9521790956171243,1.86220692703747
2022-12-07,1.939376226047989,1.8546044837059987
2022-12-08,1.9779950416177474,1.8765533168829385
2022-12-09,1.973364116190819,1.8645865729034052
2022-12-12,1.9836700446137439,1.8879903105426505
2022-12-13,2.0203022986297916,1.9082867437153803
2022-12-14,2.000248683669906,1.8941388812589526
2022-12-15,1.9312803539238153,1.8305401575300386
2022-12-16,1.9083933130437722,1.8130866695874819
2022-12-19,1.864397733126632,1.787606649140399
2022-12-20,1.8523053768675637,1.7862148937228406
2022-12-21,1.8825680855542477,1.812126226272933
2022-12-22,1.8014726988578098,1.7677922949497893
2022-12-23,1.807383028424191,1.7717680019662878
2022-12-27,1.7376384467651802,1.746718674513933
2022-12-28,1.7232251329061432,1.7236572005698272
